1585898750.5950935	9937086
1585898751.8438454	9937086
1585898753.0531635	9937088
1585898754.2965176	9937092
1585898755.4815996	9937093
1585898756.7040288	9937095
1585898757.8923008	9937096
1585898759.1125305	9937101
1585898760.2811203	9937104
1585898761.5478404	9937108
1585898762.779338	9937112
1585898763.987332	9937113
1585898765.2092795	9937114
1585898766.4567022	9937116
1585898767.6889486	9937114
1585898768.8531315	9937122
1585898770.0399	9937123
1585898771.2228973	9937124
1585898772.5853634	9937125
1585898773.943343	9937130
1585898775.108795	9937134
1585898776.4832253	9937138
1585898777.8552723	9937142
1585898779.2128544	9937142
1585898780.3843145	9937142
1585898781.614651	9937142
1585898782.9808857	9937147
1585898784.352058	9937149
1585898785.7037585	9937149
1585898787.088882	9937151
1585898788.2828865	9937152
1585898789.6473174	9937155
1585898790.842123	9937158
1585898792.0065708	9937160
1585898793.1999884	9937160
1585898794.5464723	9937161
1585898795.749747	9937163
1585898796.9374914	9937163
1585898798.1152215	9937165
1585898799.2890062	9937165
1585898800.507411	9937165
1585898801.680377	9937169
1585898802.849233	9937170
1585898804.0395987	9937171
1585898805.2395573	9937172
1585898806.4204514	9937174
1585898807.6079545	9937177
1585898808.7769783	9937179
1585898809.9529386	9937180
1585898811.1173694	9937182
1585898812.3071985	9937182
1585898813.5498846	9937183
1585898814.796525	9937182
1585898816.039998	9937183
1585898817.2765722	9937185
1585898818.5108647	9937187
1585898819.6764407	9937187
1585898820.868619	9937187
1585898822.086632	9937191
1585898823.2557206	9937191
1585898824.490503	9937194
1585898825.6747549	9937197
1585898826.8709445	9937198
1585898828.0453532	9937197
1585898829.2458036	9937197
1585898830.4833028	9937200
1585898831.6598823	9937204
1585898832.8355596	9937206
1585898834.0790412	9937208
1585898835.331485	9937212
1585898836.5242817	9937217
1585898837.7096453	9937220
1585898838.902381	9937221
1585898840.0708811	9937223
1585898841.2466311	9937227
1585898842.4429703	9937230
1585898843.6109574	9937236
1585898844.8246114	9937237
1585898846.0181723	9937238
1585898847.1892083	9937240
1585898848.3916287	9937243
1585898849.5894883	9937245
1585898850.7709444	9937248
1585898851.9422908	9937250
1585898853.102409	9937251
1585898854.2871463	9937253
1585898855.5008965	9937254
1585898856.715781	9937256
1585898857.9161499	9937258
1585898859.0900457	9937261
1585898860.8847077	9937263
1585898862.0709774	9937271
1585898863.2426295	9937273
1585898864.4536297	9937275
1585898865.6140928	9937277
1585898866.8327398	9937279
1585898868.0173364	9937280
1585898869.1816156	9937282
1585898870.34551	9937286
1585898871.5107248	9937287
1585898872.7021587	9937289
1585898873.939272	9937290
1585898875.11375	9937291
1585898876.3184452	9937292
1585898877.4856262	9937292
1585898878.6500528	9937291
1585898879.8018923	9937298
1585898880.9688835	9937297
1585898882.15858	9937291
1585898883.3505213	9937306
1585898884.5114903	9937306
1585898885.6777956	9937309
1585898886.8414884	9937317
1585898888.029707	9937321
1585898889.2111807	9937323
1585898890.382516	9937326
1585898891.5473764	9937327
1585898892.7050447	9937327
1585898893.8799977	9937330
1585898895.0778072	9937331
1585898896.2464235	9937334
1585898897.4187489	9937334
1585898898.6105125	9937340
1585898899.7786326	9937341
1585898900.9415233	9937334
1585898902.1237483	9937345
1585898903.3808658	9937348
1585898904.5893216	9937349
1585898905.775306	9937350
1585898906.9397755	9937353
1585898908.1615245	9937355
1585898909.3769507	9937357
1585898910.644728	9937358
1585898911.841877	9937358
1585898913.0374017	9937358
1585898914.2090065	9937360
1585898915.3919442	9937360
1585898916.565713	9937364
1585898917.8088775	9937366
1585898919.0151644	9937372
1585898920.1811442	9937372
1585898921.3562026	9937374
1585898922.5190697	9937376
1585898923.7855299	9937376
1585898924.9519532	9937379
1585898926.171339	9937380
1585898927.3444319	9937378
1585898928.4834907	9937379
1585898929.7210417	9937381
1585898930.9055884	9937382
1585898932.0882106	9937383
1585898933.2786772	9937385
1585898934.5044167	9937388
1585898935.6698766	9937393
1585898936.8413222	9937394
1585898938.0748844	9937395
1585898939.2278903	9937393
1585898940.3736472	9937397
1585898941.5483143	9937405
1585898942.7785993	9937406
1585898943.9805353	9937411
1585898945.1779838	9937411
1585898946.342565	9937413
1585898947.5302327	9937413
1585898948.7359362	9937417
1585898949.8985786	9937418
1585898951.078384	9937419
1585898952.235157	9937421
1585898953.3988535	9937424
1585898954.5767438	9937424
1585898955.7914414	9937427
1585898957.004643	9937427
1585898958.17564	9937427
1585898959.3428173	9937428
1585898960.5502236	9937431
1585898961.7131803	9937431
1585898962.890365	9937435
1585898964.0502186	9937435
1585898965.2121067	9937437
1585898966.3772688	9937437
1585898967.5446768	9937442
1585898968.7357054	9937444
1585898969.8821561	9937448
1585898971.0527918	9937450
1585898972.2362397	9937435
1585898973.4289877	9937455
1585898974.5889235	9937457
1585898975.774034	9937462
1585898976.962535	9937461
1585898978.1509326	9937463
1585898979.3443723	9937465
1585898980.5092185	9937469
1585898981.7142172	9937469
1585898982.9184818	9937470
1585898984.0851862	9937472
1585898985.268349	9937473
1585898986.4898949	9937477
1585898987.6749742	9937475
1585898988.854978	9937478
1585898990.1644404	9937479
1585898991.3724751	9937482
1585898992.5435274	9937483
1585898993.738073	9937484
1585898994.920493	9937486
1585898996.1045542	9937487
1585898997.2999883	9937490
1585898998.5641227	9937484
1585898999.8190846	9937497
1585899000.9692743	9937498
1585899002.180619	9937502
1585899003.367009	9937503
1585899004.609257	9937504
1585899005.787195	9937505
1585899006.982471	9937505
1585899008.2020037	9937511
1585899009.4045181	9937516
1585899010.5662158	9937517
1585899011.8141663	9937523
1585899013.001961	9937524
1585899014.2220418	9937524
1585899015.3737345	9937525
1585899016.5426052	9937527
1585899017.9080024	9937529
1585899019.0762432	9937529
1585899020.2516816	9937530
1585899021.5781848	9937532
1585899022.755325	9937535
1585899023.9445415	9937536
1585899025.3089862	9937539
1585899026.6529706	9937540
1585899028.043251	9937541
1585899029.2214575	9937542
1585899030.37609	9937543
1585899031.5282724	9937546
1585899032.7105744	9937548
1585899034.085057	9937549
1585899035.250528	9937552
1585899036.4217596	9937554
1585899037.586633	9937558
1585899038.7546713	9937560
1585899039.9195282	9937562
1585899041.1013625	9937564
1585899042.2885628	9937565
1585899043.4505088	9937565
1585899044.6189425	9937570
1585899045.7916667	9937574
1585899046.97639	9937576
1585899048.143544	9937577
1585899049.3142598	9937579
1585899050.4833157	9937578
1585899051.6554313	9937579
1585899052.8411736	9937580
1585899054.0228884	9937581
1585899055.1934361	9937582
1585899056.3568335	9937583
1585899057.548856	9937586
1585899058.7235315	9937588
1585899059.9031165	9937590
1585899061.0836408	9937593
1585899062.267204	9937594
1585899063.4713666	9937594
1585899064.6839561	9937596
1585899065.8756435	9937599
1585899067.0574203	9937601
1585899068.2210429	9937602
1585899069.3987124	9937606
1585899070.6075735	9937608
1585899071.7649672	9937608
1585899072.9350128	9937608
1585899074.1121392	9937609
1585899075.2890148	9937610
1585899076.481722	9937612
1585899077.6093397	9937616
1585899078.8134031	9937619
1585899080.012786	9937621
1585899081.1684084	9937624
1585899082.360623	9937627
1585899083.5370374	9937630
1585899084.7343318	9937633
1585899085.927694	9937634
1585899087.115647	9937636
1585899088.2742078	9937637
1585899089.4493017	9937640
1585899090.6104202	9937642
1585899091.822492	9937642
1585899093.015211	9937646
1585899094.1813195	9937651
1585899095.4039178	9937653
1585899096.6028059	9937654
1585899097.7690196	9937655
1585899098.9365401	9937657
